OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500953,Sample-Routine,Water,Surface Water,1975-08-07,16:00:00,AKDT,,,,,,,,,,,,,USGS-693913144225600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.1,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500964,Sample-Routine,Water,Surface Water,1975-08-10,09:30:00,AKDT,,,,,,,,,,,,,USGS-695225145120000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500312,Sample-Routine,Water,Surface Water,1975-06-20,09:45:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.5,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500946,Sample-Routine,Water,Surface Water,1975-08-09,16:00:00,AKDT,,,,,,,,,,,,,USGS-693435142183800,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500960,Sample-Routine,Water,Surface Water,1975-04-28,10:00:00,AKDT,,,,,,,,,,,,,USGS-694539144091500,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500305,Sample-Routine,Water,Surface Water,1975-06-17,09:45:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.4,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500313,Sample-Routine,Water,Surface Water,1975-06-21,10:30:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.3,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500942,Sample-Routine,Water,Surface Water,1975-08-09,09:00:00,AKDT,,,,,,,,,,,,,USGS-693054141423400,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500958,Sample-Routine,Water,Surface Water,1975-08-08,14:00:00,AKDT,,,,,,,,,,,,,USGS-694207143142300,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.5,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500949,Sample-Routine,Water,Surface Water,1975-08-09,13:30:00,AKDT,,,,,,,,,,,,,USGS-693556141241000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500333,Sample-Routine,Water,Surface Water,1975-07-31,08:00:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500317,Sample-Routine,Water,Surface Water,1975-06-24,09:15:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.3,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500328,Sample-Routine,Water,Surface Water,1975-09-19,15:30:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500966,Sample-Routine,Water,Surface Water,1975-08-13,11:30:00,AKDT,,,,,,,,,,,,,USGS-701100148124600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500961,Sample-Routine,Water,Surface Water,1975-08-10,12:30:00,AKDT,,,,,,,,,,,,,USGS-694733144490000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.5,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500947,Sample-Routine,Water,Surface Water,1975-08-11,09:30:00,AKDT,,,,,,,,,,,,,USGS-693523142580300,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.5,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500306,Sample-Routine,Water,Surface Water,1975-06-17,15:40:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500309,Sample-Routine,Water,Surface Water,1975-06-18,21:45:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.4,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500336,Sample-Routine,Water,Surface Water,1975-04-20,12:00:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500321,Sample-Routine,Water,Surface Water,1975-04-29,09:30:00,AKDT,,,,,,,,,,,,,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.5,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500954,Sample-Routine,Water,Surface Water,1975-04-27,16:30:00,AKDT,,,,,,,,,,,,,USGS-693923144233701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500338,Sample-Routine,Water,Surface Water,1975-07-10,16:00:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500959,Sample-Routine,Water,Surface Water,1975-04-27,12:00:00,AKDT,,,,,,,,,,,,,USGS-694336141460701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500311,Sample-Routine,Water,Surface Water,1975-06-19,22:00:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.4,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500962,Sample-Routine,Water,Surface Water,1975-09-21,14:45:00,AKDT,,,,,,,,,,,,,USGS-694943148451300,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500320,Sample-Routine,Water,Surface Water,1975-04-19,16:30:00,AKDT,,,,,,,,,,,,,USGS-15875000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.9,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500943,Sample-Routine,Water,Surface Water,1975-04-27,13:30:00,AKDT,,,,,,,,,,,,,USGS-693106143020001,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500332,Sample-Routine,Water,Surface Water,1975-07-08,22:10:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500951,Sample-Routine,Water,Surface Water,1975-04-28,12:45:00,AKDT,,,,,,,,,,,,,USGS-693737146013801,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500339,Sample-Routine,Water,Surface Water,1975-08-22,14:00:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.4,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500337,Sample-Routine,Water,Surface Water,1975-06-06,18:30:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500950,Sample-Routine,Water,Surface Water,1975-08-08,09:00:00,AKDT,,,,,,,,,,,,,USGS-693702143410600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500955,Sample-Routine,Water,Surface Water,1975-08-07,14:00:00,AKDT,,,,,,,,,,,,,USGS-693923144233701,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.3,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500963,Sample-Routine,Water,Surface Water,1975-08-12,16:00:00,AKDT,,,,,,,,,,,,,USGS-695038146271000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.7,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500319,Sample-Routine,Water,Surface Water,1975-08-08,14:30:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.4,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500303,Sample-Routine,Water,Surface Water,1975-06-15,11:30:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.5,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500322,Sample-Routine,Water,Surface Water,1975-08-14,12:15:00,AKDT,,,,,,,,,,,,,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.1,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97500327,Sample-Routine,Water,Surface Water,1975-08-13,16:00:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700464,Sample-Routine,Water,Surface Water,1976-11-03,15:00:00,AKST,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.4,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600312,Sample-Routine,Water,Surface Water,1976-08-23,16:00:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600833,Sample-Routine,Water,Surface Water,1976-04-18,14:30:00,AKST,,,,,,,,,,,,,USGS-704135155270000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600316,Sample-Routine,Water,Surface Water,1976-08-23,14:00:00,AKDT,,,,,,,,,,,,,USGS-15896700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600318,Sample-Routine,Water,Surface Water,1976-06-16,17:00:00,AKDT,,,,,,,,,,,,,USGS-15910000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600310,Sample-Routine,Water,Surface Water,1976-07-23,17:45:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.1,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600295,Sample-Routine,Water,Surface Water,1976-06-16,21:30:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.3,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600294,Sample-Routine,Water,Surface Water,1976-06-13,11:00:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,5.5,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600830,Sample-Routine,Water,Surface Water,1976-04-19,13:30:00,AKST,,,,,,,,,,,,,USGS-703606153300000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600314,Sample-Routine,Water,Surface Water,1976-09-28,15:00:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600307,Sample-Routine,Water,Surface Water,1976-06-12,16:30:00,AKDT,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.4,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600301,Sample-Routine,Water,Surface Water,1976-02-06,11:30:00,AKST,,,,,,,,,,,,,USGS-15896000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.3,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600297,Sample-Routine,Water,Surface Water,1976-04-18,12:00:00,AKST,,,,,,,,,,,,,USGS-15803000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.3,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97600296,Sample-Routine,Water,Surface Water,1976-07-06,10:30:00,AKDT,,,,,,,,,,,,,USGS-15798700,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.3,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701158,Sample-Routine,Water,Surface Water,1977-07-27,14:50:00,AKDT,,,,,,,,,,,,,USGS-704455154251200,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701122,Sample-Routine,Water,Surface Water,1977-06-15,16:00:00,AKDT,,,,,,,,,,,,,USGS-703405157311000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701042,Sample-Routine,Water,Surface Water,1977-07-31,12:05:00,AKDT,,,,,,,,,,,,,USGS-701130152323000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700405,Sample-Routine,Water,Surface Water,1977-06-27,16:00:00,AKDT,,,,,,,,,,,,,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701174,Sample-Routine,Water,Surface Water,1977-08-02,17:20:00,AKDT,,,,,,,,,,,,,USGS-704900153223000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701077,Sample-Routine,Water,Surface Water,1977-07-30,09:55:00,AKDT,,,,,,,,,,,,,USGS-702224151164200,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701183,Sample-Routine,Water,Surface Water,1977-08-02,15:30:00,AKDT,,,,,,,,,,,,,USGS-705100153180000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700359,Sample-Routine,Water,Surface Water,1977-06-06,21:00:00,AKDT,,,,,,,,,,,,,USGS-15803000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.5,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700416,Sample-Routine,Water,Surface Water,1977-07-28,01:30:00,AKDT,,,,,,,,,,,,,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700451,Sample-Routine,Water,Surface Water,1977-08-29,10:30:00,AKDT,,,,,,,,,,,,,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700361,Sample-Routine,Water,Surface Water,1977-06-10,19:00:00,AKDT,,,,,,,,,,,,,USGS-15803000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.9,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701223,Sample-Routine,Water,Surface Water,1977-07-14,21:10:00,AKDT,,,,,,,,,,,,,USGS-711422156462400,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701145,Sample-Routine,Water,Surface Water,1977-07-24,21:00:00,AKDT,,,,,,,,,,,,,USGS-704136157593600,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.4,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700400,Sample-Routine,Water,Surface Water,1977-06-18,15:00:00,AKDT,,,,,,,,,,,,,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.2,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700983,Sample-Routine,Water,Surface Water,1977-08-02,09:15:00,AKDT,,,,,,,,,,,,,USGS-695354154363000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.2,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700458,Sample-Routine,Water,Surface Water,1977-09-05,13:40:00,AKDT,,,,,,,,,,,,,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701062,Sample-Routine,Water,Surface Water,1977-08-01,17:15:00,AKDT,,,,,,,,,,,,,USGS-701754154163000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700401,Sample-Routine,Water,Surface Water,1977-06-19,15:45:00,AKDT,,,,,,,,,,,,,USGS-15880000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97700372,Sample-Routine,Water,Surface Water,1977-06-28,13:00:00,AKDT,,,,,,,,,,,,,USGS-15803000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.8,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701185,Sample-Routine,Water,Surface Water,1977-07-28,18:45:00,AKDT,,,,,,,,,,,,,USGS-705212153455400,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701222,Sample-Routine,Water,Surface Water,1977-07-15,20:30:00,AKDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-711419156221400,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,6.6,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701076,Sample-Routine,Water,Surface Water,1977-07-30,13:55:00,AKDT,,,,,,,,,,,,,USGS-702218152264200,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,8.0,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701163,Sample-Routine,Water,Surface Water,1977-07-24,12:30:00,AKDT,,,,,,,,,,,,,USGS-704642155460000,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.4,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
USGS-AK,USGS Alaska Water Science Center,nwisak.01.97701027,Sample-Routine,Water,Surface Water,1977-08-01,15:00:00,AKDT,,,,,,,,,,,,,USGS-700800155121200,,,Not determined,Routine sample,USGS,USGS,USGS,Unknown,,pH,Total,7.9,std units,,Historical,,Actual,,,,,,,00400,,,,,,,,,,,,,,,,,NWIS
