tracer,j,i,dJ_darwin,dJ_dic,asym_rel,model0,obs_pco2
DOP,25,73,-88.99340830753691,-1909.7503934061833,0.20000099270116564,0.00031436499557457864,0.00034954657030282434
DOP,25,91,-70.05229533475269,-1678.8426450989891,0.3333338764089485,0.00034605362452566624,0.0003817779936949807
DOP,25,119,-115.287583808171,-4057.137843598598,0.20000062178899847,0.00035668438067659736,0.0004128518385190636
DOP,27,55,251.46668533199744,10330.279572160372,3.973339938134309e-06,0.0004401864716783166,0.0004035625684554544
DOP,30,14,-53.218301194318435,-1763.7613137831313,0.09091216727508195,0.00035039670183323324,0.0003761978352864583
DOP,30,25,4.659470983602791,309.1375025177827,0.06670829438409333,0.0003539259487297386,0.00035131582014072963
DOP,34,109,-199.84987118841408,-5777.390668173642,0.14285814317394746,0.00035873017623089254,0.00040860665529411346
DOP,38,77,-32.66386967413796,-855.9532122693304,2.3716356766147135e-06,0.0003288451407570392,0.00034725264936587806
DOP,38,121,-72.3132608468459,-2490.415886402978,0.07692517601141942,0.00032095907954499125,0.0003657535854921646
DOP,39,46,-5.692803908597214,440.17529321384046,0.2000053609124464,0.0003191180294379592,0.0003126033668146856
DOP,39,67,-120.71912862137444,-3493.885283506408,9.444458372650585e-07,0.0003037040587514639,0.00036533403737040645
DOP,39,89,208.01745466446522,8883.12096645823,0.07692165066486649,0.0004359783779364079,0.0003700523545891922
DOP,40,22,-94.28746843989528,-1321.6824190209918,0.1428556692548794,0.000358377059455961,0.00039223416137695313
DOP,41,56,-51.48443417312102,-2060.2484728023746,0.3333328628686113,0.00029471691232174635,0.00033595784695910334
DOP,44,101,-177.75567654542746,-9608.004980557575,0.14285659703124073,0.0002564363821875304,0.0003478350864507051
DOP,44,111,-36.403083202423744,-2160.9167490956643,3.365763273455027e-07,0.00029531086329370737,0.00033856074031347595
DOP,48,121,-83.16943257624963,-4368.686913630265,2.172933142531533e-07,0.00029952972545288503,0.0003665215922494349
DOP,50,80,-88.79594954976903,-6122.533511203068,1.0,0.0002994597889482975,0.00038099718108704233
DOP,51,66,-135.64750527283599,-10898.639871037318,1.0,0.000280992710031569,0.00041820622777147845
DOP,54,108,-737.1010217412509,-102220.94174173087,1.0,0.00018131578690372407,0.00033237413024902345
DOP,55,3,-211.3508346854586,-9769.205323111451,1.0,0.00025473031564615667,0.00037656227001171475
DOP,40,97,-50014.449534911204,275061.3496924072,0.04762128555640505,0.0005122249713167548,0.00037598521781298175
O2,4,109,-0.0,0.0,nan,0.0002532072248868644,0.00040177796936035156
O2,6,63,-0.0,0.0,nan,0.00030618486925959587,0.00036472048164480376
O2,6,74,-0.0,0.0,nan,0.00029673485551029444,0.0003311780194102093
O2,6,87,-0.0,0.0,nan,0.0002975716779474169,0.0003204178187502488
O2,6,97,0.0,0.0,nan,0.00030031727510504425,0.0002883125338164899
O2,7,10,0.0,0.0,nan,0.00030381596297957003,0.00024051820383788012
O2,9,120,-0.0,0.0,nan,0.0002833450853358954,0.0003378032382808605
O2,10,25,-0.0,0.0,nan,0.00032398971961811185,0.0003356227809323486
O2,10,35,-0.0,0.0,nan,0.000332867493852973,0.0003443587313501019
O2,13,53,-0.0,0.0,nan,0.0002993889502249658,0.00036413286572456536
O2,17,12,-0.0,0.0,nan,0.0002628921065479517,0.0003497863656857397
O2,17,63,-0.0,0.0,nan,0.0002939020923804492,0.0003664801290993898
O2,19,1,-0.0,0.0,nan,0.0003032826352864504,0.0003554803670247396
O2,19,101,-0.0,0.0,nan,0.0002934215881396085,0.00048292603363204306
O2,20,23,-0.0,0.0,nan,0.0003550185065250844,0.0003787671202601883
O2,24,37,-0.0,0.0,nan,0.0003161148342769593,0.00034977307128906244
O2,25,73,-0.0,0.0,nan,0.00031436499557457864,0.00034954657030282434
O2,25,91,-0.0,0.0,nan,0.00034605362452566624,0.0003817779936949807
O2,25,119,-0.0,0.0,nan,0.00035668438067659736,0.0004128518385190636
O2,27,55,0.0,0.0,nan,0.0004401864716783166,0.0004035625684554544
O2,30,14,-0.0,0.0,nan,0.00035039670183323324,0.0003761978352864583
O2,30,25,0.0,0.0,nan,0.0003539259487297386,0.00035131582014072963
O2,34,109,-0.0,0.0,nan,0.00035873017623089254,0.00040860665529411346
O2,38,77,-0.0,0.0,nan,0.0003288451407570392,0.00034725264936587806
O2,38,121,-0.0,0.0,nan,0.00032095907954499125,0.0003657535854921646
O2,39,46,0.0,0.0,nan,0.0003191180294379592,0.0003126033668146856
O2,39,67,-0.0,0.0,nan,0.0003037040587514639,0.00036533403737040645
O2,39,89,0.0,0.0,nan,0.0004359783779364079,0.0003700523545891922
O2,40,22,-0.0,0.0,nan,0.000358377059455961,0.00039223416137695313
O2,41,56,-0.0,0.0,nan,0.00029471691232174635,0.00033595784695910334
O2,44,101,-0.0,0.0,nan,0.0002564363821875304,0.0003478350864507051
O2,44,111,-0.0,0.0,nan,0.00029531086329370737,0.00033856074031347595
O2,48,121,-0.0,0.0,nan,0.00029952972545288503,0.0003665215922494349
O2,50,80,-0.0,0.0,nan,0.0002994597889482975,0.00038099718108704233
O2,51,66,-0.0,0.0,nan,0.000280992710031569,0.00041820622777147845
O2,54,108,-0.0,0.0,nan,0.00018131578690372407,0.00033237413024902345
O2,55,3,-0.0,0.0,nan,0.00025473031564615667,0.00037656227001171475
O2,40,97,0.0,0.0,nan,0.0005122249713167548,0.00037598521781298175
