date,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE,timestamp
2023-04-26,127.55696202531645,2.9478991596638657,4.211764705882353,,,,,2850.1058333333335,-19.274683544303798,,,,,2023-04-26 11:56:59.999999744
2023-04-27,184.8828451882845,3.041004184100418,4.1,,,,,2845.5575000000003,-18.559915611814347,,,,,2023-04-27 11:56:59.999999744
2023-04-28,166.62916666666666,1.4237499999999998,1.9529166666666666,,,,,2926.7149999999997,-15.633050847457627,,,,,2023-04-28 11:56:59.999999744
2023-04-29,79.34453781512605,8.754166666666666,9.964583333333334,,,,,2816.1495833333333,-14.664166666666667,,,,,2023-04-29 11:56:59.999999744
2023-04-30,83.67811158798283,10.942489270386266,12.829184549356222,,,,,2926.530416666667,-11.741666666666667,,,,,2023-04-30 11:56:59.999999744
2023-05-01,76.21940928270043,12.532911392405063,14.560759493670886,,,,,2844.883333333333,-10.665254237288135,,,,,2023-05-01 11:56:59.999999744
2023-05-02,85.37333333333333,11.054585152838428,13.321397379912664,,,,,2726.55125,-7.26025641025641,,,,,2023-05-02 11:56:59.999999744
2023-05-03,189.0125,4.6691666666666665,5.479166666666667,,,,,2882.0016736401676,-6.855416666666667,,,,,2023-05-03 11:56:59.999999744
2023-05-04,255.37552742616035,3.432067510548523,4.58818565400844,,,,,2826.2962025316456,-7.774137931034482,,,,,2023-05-04 11:58:56.202531584
2023-05-05,193.45701357466064,4.8500000000000005,5.780803571428572,,,,,2820.613100436681,-6.117647058823529,,,,,2023-05-05 12:06:37.729257472
2023-05-06,136.3390557939914,3.4272340425531915,4.46468085106383,,,,,3000.4420833333334,-7.159414225941422,,,,,2023-05-06 11:56:59.999999744
2023-05-07,276.14224137931035,3.9883620689655173,5.024568965517242,,,,,2739.365,-7.23404255319149,,,,,2023-05-07 11:56:59.999999744
2023-05-08,141.72649572649573,2.7217021276595745,3.6591489361702125,,,,,2851.8395833333334,-6.618614718614719,,,,,2023-05-08 11:56:59.999999744
2023-05-09,147.78205128205127,2.881012658227848,3.8962025316455695,,,,,2960.8629166666665,-6.545416666666667,,,,,2023-05-09 11:56:59.999999744
2023-05-10,215.65236051502146,2.719230769230769,3.65,,,,,2812.4637500000003,-5.476855895196507,,,,,2023-05-10 11:56:59.999999744
2023-05-11,77.86266094420601,4.463829787234043,5.586808510638298,,,,,2734.72625,-6.002553191489361,,,,,2023-05-11 11:56:59.999999744
2023-05-12,201.09583333333333,3.3304166666666664,4.129166666666666,,,,,2813.047916666667,-4.940086206896551,,,,,2023-05-12 11:56:59.999999744
2023-05-13,111.99563318777292,6.604329004329004,9.048484848484847,,,,,2811.5658333333336,-5.393478260869565,,,,,2023-05-13 11:56:59.999999744
2023-05-14,176.15833333333333,7.88125,9.048333333333334,,,,,2772.1691666666666,3.1038135593220337,,,,,2023-05-14 11:56:59.999999744
2023-05-15,229.31489361702128,7.833617021276596,9.071914893617022,,,,,2847.3325,4.121518987341772,,,,,2023-05-15 11:56:59.999999744
2023-05-16,186.02542372881356,8.049999999999999,9.396610169491526,,,,,2969.6745833333334,-5.876470588235294,,,,,2023-05-16 11:56:59.999999744
2023-05-17,57.72083333333333,8.580416666666668,9.529166666666667,,,,,2780.8483333333334,-5.679166666666666,,,,,2023-05-17 11:56:59.999999744
2023-05-18,213.72151898734177,3.2164556962025315,3.9869198312236285,,,,,2967.4491666666668,-3.710970464135021,,,,,2023-05-18 11:56:59.999999744
2023-05-19,218.9620253164557,6.19198312236287,7.023628691983122,,,,,2928.929583333333,0.10214592274678111,,,,,2023-05-19 11:56:59.999999744
2023-05-20,231.57758620689654,7.1530172413793105,8.313362068965517,,,,,2955.125,0.16594827586206898,,,,,2023-05-20 12:06:33.559322112
2023-05-21,202.86974789915968,4.300840336134454,5.965546218487395,,,,,2778.64,-0.6797468354430379,,,,,2023-05-21 11:56:59.999999744
2023-05-22,194.9240506329114,5.984388185654009,6.6835443037974684,,,,,2886.9012500000003,1.595397489539749,,,,,2023-05-22 11:56:59.999999744
2023-05-23,249.34309623430963,4.222175732217574,4.685355648535564,,,,,2813.0204166666667,3.425423728813559,,,,,2023-05-23 11:56:59.999999744
2023-05-24,110.98333333333333,8.42375,9.675,,,,,2855.9154166666663,-3.534361233480176,,,,,2023-05-24 11:56:59.999999744
2023-05-25,71.10917030567686,10.931877729257643,12.69475982532751,,,,,3153.767083333333,-4.6000000000000005,,,,,2023-05-25 11:56:59.999999744
2023-05-26,77.6822033898305,12.418143459915612,14.58776371308017,,,,,2846.07,-4.1527659574468085,,,,,2023-05-26 11:56:59.999999744
2023-05-27,58.854166666666664,8.054166666666667,9.180833333333334,,,,,2801.563333333333,-2.111587982832618,,,,,2023-05-27 11:56:59.999999744
2023-05-28,99.08407079646018,6.315384615384615,8.193589743589744,,,,,2830.038559322034,-0.8260683760683761,,,,,2023-05-28 11:57:30.878661120
2023-05-29,107.36752136752136,3.8025531914893618,5.148510638297873,,,,,2797.2516666666666,-1.0940677966101695,,,,,2023-05-29 11:56:59.999999744
2023-05-30,80.20600858369099,3.0547008547008545,3.612820512820513,,,,,3213.022916666667,-0.1372384937238494,,,,,2023-05-30 11:56:59.999999744
2023-05-31,238.9063829787234,4.320425531914894,5.066808510638298,,,,,2839.4108333333334,1.0587982832618026,,,,,2023-05-31 11:56:59.999999744
2023-06-01,247.5782608695652,7.398695652173913,9.02608695652174,,,,,3032.414583333333,-1.3743697478991597,,,,,2023-06-01 11:56:59.999999744
2023-06-02,77.490990990991,8.566666666666666,10.149333333333333,,,,,2879.4479166666665,-2.589583333333333,,,,,2023-06-02 11:56:59.999999744
2023-06-03,108.8177966101695,5.647058823529412,6.963025210084034,,,,,2844.610833333333,-1.1021008403361345,,,,,2023-06-03 11:56:59.999999744
2023-06-04,201.01342281879195,6.92751677852349,8.745637583892616,,,,,2818.134319526627,1.3313333333333333,,,,,2023-06-04 09:00:21.301775104
2023-06-05,144.05045871559633,4.990497737556561,5.706787330316742,,,,,3302.85625,1.9944444444444445,,,,,2023-06-05 11:56:59.999999744
2023-06-06,66.78991596638656,6.711344537815126,7.15672268907563,,,,,2889.1666666666665,2.2570833333333336,,,,,2023-06-06 11:56:59.999999744
2023-06-07,38.865546218487395,7.031092436974791,7.868487394957984,,,,,3111.5891666666666,-0.9645569620253164,,,,,2023-06-07 11:56:59.999999744
2023-06-08,52.881856540084385,8.565400843881857,9.612236286919831,,,,,3036.577083333333,-1.9447257383966243,,,,,2023-06-08 11:56:59.999999744
2023-06-09,51.09282700421941,9.8915611814346,11.132489451476793,,,,,2773.3629166666665,-2.8358333333333334,,,,,2023-06-09 11:56:59.999999744
2023-06-10,68.88185654008439,12.052320675105486,13.964135021097047,,,,,2812.03875,-2.9705882352941178,,,,,2023-06-10 11:56:59.999999744
2023-06-11,91.68837209302326,10.456355932203389,12.933898305084746,,,,,3108.610416666667,-0.780672268907563,,,,,2023-06-11 11:56:59.999999744
2023-06-12,72.27916666666667,5.706666666666666,6.274583333333334,,,,,2932.0978540772535,0.6186147186147186,,,,,2023-06-12 11:56:59.999999744
